,Actual,Predicted
151,1.621,1.4621193244872401
152,1.612,2.2552777714309045
153,1.375,1.6504089926166472
154,2.893,2.505381122787526
155,2.787,2.791504848630062
156,1.617,2.2380625025521255
157,2.31,2.640859187775547
158,0.875,0.8890593788098045
159,0.957,1.356085662942057
160,2.406,2.814504077915295
161,2.141,1.968820585313587
162,4.286,3.666980912229562
163,1.25,1.844769557181074
164,0.764,0.35458624188113674
165,2.638,3.2124842728683163
166,1.204,2.032685560392764
167,1.091,1.1309420702495245
168,1.706,1.8442121460851695
169,2.574,2.8831780546705303
170,3.2,2.908682587620156
171,2.896,2.200537778376834
172,3.073,2.728911967676538
173,3.255,2.9832664253370424
174,0.584,0.3909711858671159
175,0.485,-0.5912544065826069
176,2.167,1.3635190847188525
177,0.979,1.4089044736336973
178,1.586,1.4603053532510302
179,0.69,0.9423194026457296
180,3.223,3.0428554103580794
181,4.677,3.4088783494812134
182,1.63,1.9716486385776193
183,2.871,2.7152448071888173
184,0.546,0.5856450322452318
185,0.904,1.1786883014661313
186,1.555,1.7838851610935578
187,1.75,1.7172756720720628
188,4.112,4.074761925060017
189,3.321,2.092801984735182
190,1.412,2.0509566821239886
191,2.471,2.8659516331045793
192,1.53,1.569444552041844
193,1.55,2.061294074216633
194,3.908,0.8766625334529721
195,0.9,1.0169276146234267
196,1.967,2.2926404093889943
197,0.682,0.9811779402107561
198,5.00001,5.070402252125753
199,0.921,1.726623424268034
200,2.979,2.397992517981237
201,5.00001,4.474965339738702
202,3.323,2.8156007944815613
203,1.711,2.5090876290451334
204,1.521,2.41135129544066
205,2.32,2.0701563840739894
206,1.271,0.5045577687377758
207,0.875,0.6435309597200671
208,2.034,2.3859515603911134
209,2.286,2.029046269509962
210,1.167,1.8158263387109699
211,4.167,5.736322387851871
212,2.276,2.988503094037064
213,2.679,2.9929303870875117
214,0.972,1.7279585498599843
215,1.375,1.7305847774850562
216,1.988,1.8501360693367204
217,0.686,0.7919084438670652
218,3.525,2.450364610660259
219,1.038,1.6838966056922118
220,1.078,0.36298980030883854
221,1.317,1.5009550100315536
222,2.713,2.787172282578169
223,0.973,1.8215352744834377
224,0.95,1.6933628003061258
225,0.675,1.2428357778680805
226,3.261,2.5945827631025153
227,0.656,0.5484012005311953
228,2.256,2.3917256196859285
229,2.638,2.3907129420507474
230,3.483,2.692564712266872
231,3.25,2.200637297203862
232,1.088,1.4445065535647217
233,4.0,2.922567101962656
234,1.384,0.7437957110893052
235,0.61,1.105236786668776
236,4.531,3.923018235854265
237,5.00001,4.491172219971723
238,1.202,1.9840955877908044
239,3.292,2.7261016291890385
240,1.963,2.1489116147551783
241,1.5,1.4333149400620542
242,1.52,1.9134371441784737
243,1.699,1.712206817952314
244,1.375,1.2022730355878437
245,2.83,2.4569030034549755
246,4.045,2.8176527104672644
247,1.935,2.47766133049889
248,2.051,2.6536325302584913
249,1.456,1.55872102382488
250,2.25,1.0574572885123388
251,2.159,2.326505317210959
252,1.585,1.9784212314563092
253,1.247,1.9328883705984197
254,0.654,0.46380903448534383
255,2.802,2.66944744271391
256,1.805,1.699441958050592
257,1.054,1.6088710663295487
258,1.0,1.1826124292213933
259,1.663,1.5958447752404723
260,1.58,3.1650530901539327
261,2.438,2.4866298240531606
262,3.629,3.708284850457268
263,2.019,2.504444368669958
264,0.526,-0.6809816505188593
265,5.00001,2.863305637397673
266,1.12,1.6864515037280015
267,2.25,2.179826971448385
268,4.399,3.373883889829102
269,0.883,1.235138388902989
270,5.00001,6.978952658441628
271,2.768,2.184721219878625
272,1.792,1.9839655712937514
273,1.997,2.0576616162867083
274,1.32,1.1511644089967916
275,0.613,1.4315003377611077
276,1.719,2.521912167385686
277,1.238,1.157381850888541
278,1.353,1.1326700461518016
279,1.371,2.1067877034419595
280,1.293,1.9143092139667885
281,2.279,2.3535289179653915
282,0.944,1.183917659347081
283,1.035,1.9499831315028544
284,3.208,2.1251086009666267
285,1.25,3.7282587685777173
286,3.324,3.245680256529006
287,1.591,1.929377455465378
288,2.369,3.2949763352853054
289,4.616,4.078781512896313
290,1.569,1.956229173970442
291,1.482,1.7004365685806988
292,1.665,1.8880456619562906
293,1.969,1.5167572876671542
294,1.678,1.9210142048672267
295,1.267,0.9723322281681632
296,5.00001,2.338469168504794
297,0.579,0.49502934898043804
298,2.38,2.8346857374040724
299,1.42,2.273724760534357
300,0.869,0.6731932118967805
301,0.56,0.720699507859095
302,5.00001,3.68245720089773
303,1.124,1.769545477428636
304,0.636,1.4207846568104756
305,4.313,3.899530827193118
306,2.659,1.7260932647869538
307,0.58,1.14871660172183
308,1.941,3.143660050157571
309,1.428,1.961114876553296
310,1.787,1.703607709677378
311,1.875,1.291335012337811
312,2.25,2.3867314178151915
313,3.13,2.7046025322182388
314,5.00001,6.4822288992030295
315,1.536,2.04545881518294
316,0.623,1.0390545090890413
317,1.945,1.4854741018648099
318,1.639,2.0618525603026256
319,3.988,3.513231587764949
320,2.041,2.800422874382747
321,1.993,2.8312503929529953
322,1.767,1.6221926578247405
323,5.00001,4.396764221700991
324,2.489,2.510660306421755
325,1.5,1.831643436078899
326,2.317,2.042495452831787
327,0.58,0.7524304218276328
328,1.26,1.1721740669979965
329,1.633,1.8642043909529065
330,1.134,1.377081808760252
331,3.0,2.6431551793415125
332,3.109,3.0140897372390114
333,2.188,2.157843285375904
334,0.704,1.1589307987440662
335,2.377,2.984477837762306
336,1.188,1.328944758774199
337,0.731,0.4371146546098643
338,0.75,0.9376265781829076
339,4.507,3.960056446804053
340,2.402,2.6181079316968336
341,0.658,0.6921120504962559
342,0.647,0.26549130912437846
343,1.751,2.464262965924206
344,2.237,2.120983599945376
345,0.963,1.3625440779982725
346,4.051,3.242326533871349
347,3.768,3.086167469538438
348,5.00001,5.399807735403094
349,3.5,2.2398935194010647
350,1.625,1.4224205709155129
351,1.773,2.005062382663297
352,0.984,1.3012337139455283
353,1.388,0.44411296062229866
354,1.75,2.523937256257028
355,2.609,2.206661773079837
356,1.047,0.33659161876447286
357,1.595,2.314906725679542
358,2.959,2.8099882490873895
359,1.375,2.1946947032753954
360,5.00001,3.7969804607266866
361,2.27,2.5619750381059774
362,2.639,2.012800099665462
363,1.604,1.6540478212199332
364,1.42,1.943215946020537
365,1.625,2.260987826585364
366,2.304,2.1722174754444126
367,5.00001,3.8514471259133742
368,2.177,2.6690103683112625
369,1.83,2.2830495041664705
370,2.458,2.1369533544956028
371,1.292,1.3742217617927182
372,0.604,0.5224600939530433
373,0.675,1.148792789865773
374,2.952,2.73027557038904
375,1.926,2.6445004529242055
376,1.506,2.1377944698677
377,1.257,1.8747563146831538
378,0.634,0.9011259362653234
379,1.513,1.4202538915251424
380,2.456,3.035057875224446
381,5.00001,5.197705294481622
382,1.655,2.4570368041890873
383,1.135,1.4243516013037336
384,3.222,2.272742578242429
385,3.625,2.269600624194048
386,0.696,0.904101923828911
387,1.561,1.9305638198671105
388,0.875,1.5862299162002813
389,1.931,2.034294829353584
390,2.18,2.276475290312831
391,1.018,1.6480402310160827
392,1.291,1.4538331906672894
393,1.563,1.4863535320094883
394,1.832,2.321652618866395
395,1.481,1.812248662188118
396,5.00001,6.86788224894336
397,2.221,2.889302220654592
398,1.676,2.2382288730814537
399,1.845,1.6894602593933357
400,3.7,2.529977389601619
401,2.394,2.460962708587857
402,1.667,2.150537719261301
403,2.333,1.5472001666917947
404,2.4,2.130983993422042
405,0.913,0.42399723162504444
406,4.835,3.948449626990225
407,1.505,2.249548781098646
408,0.995,1.0200350991843479
409,2.402,1.8388779895170728
410,0.955,1.907104481918097
411,5.00001,4.86769287341955
412,2.516,2.325072254228729
413,1.208,1.0444466058581696
414,1.357,1.4858358148036217
415,2.254,2.747358816800883
416,5.00001,2.326607644555942
417,0.851,0.17544674499293933
418,5.00001,2.8366038685611414
419,1.648,1.981912096609335
420,1.116,0.999287636832058
421,1.61,1.395668642579544
422,2.137,2.329259888725268
423,1.165,1.0164799114630014
424,3.5,5.2509690323424465
425,1.599,2.4902063748155
426,4.383,1.975806225725222
427,1.711,2.434719386507659
428,2.711,2.244642859165573
429,5.00001,1.9137918926572368
430,0.68,1.4049522155114715
431,1.917,1.8443733646468488
432,2.559,2.7795059256519252
433,1.125,1.6845752867094959
434,1.822,1.8856172494811076
435,3.476,2.8425117998308025
436,3.32,2.9372451976788128
437,1.109,1.1905695354825454
438,2.119,2.082257678872267
439,2.625,2.4092474980511867
440,2.379,2.3852378819447324
441,0.9,1.8520299044532464
442,4.272,2.685128790398835
443,3.705,2.9555723972758727
444,1.163,0.7807844954101526
445,1.708,1.6893116946641413
446,2.855,3.275902517469383
447,1.115,1.6410733120965375
448,0.832,1.5731407950145524
449,2.482,2.6507820860030407
450,3.955,2.8589912372552178
451,2.183,1.8728390084991986
452,5.00001,3.881281746278731
453,0.889,0.7583138289297437
454,1.81,1.9990457808168003
455,2.809,3.200743206231195
456,3.453,1.9804549344910782
457,1.81,2.3662163686931166
458,1.922,2.6499723712331615
459,0.781,0.12817704369033578
460,0.75,0.8631743499205413
461,4.333,3.7990444580490816
462,1.601,2.0127375900474718
463,1.092,1.0674438495749925
464,0.962,1.4037894084835472
465,1.914,1.470133909050638
466,3.6,0.9675046916720973
467,1.856,2.527615717850537
468,1.188,0.8068928676630307
469,1.227,1.4119801654687976
470,2.063,2.063603369625909
471,1.956,1.84209694457941
472,0.756,1.6989892306666476
473,1.043,0.9796516851430823
474,3.859,2.3559402041482898
475,1.139,1.7816511537934616
476,0.794,1.5899697411885327
477,0.813,0.8943095973157256
478,1.292,1.9511008922117838
479,0.735,0.9272921011395283
480,1.759,2.317188438329282
481,1.424,2.047563565085639
482,2.341,1.9234841554255837
483,2.867,2.4315544114607164
484,0.925,1.4693200486268623
485,1.701,1.961387558321256
486,1.618,2.2375358502979097
487,2.253,2.635477655164216
488,1.706,1.7686390678331705
489,3.194,2.0760707485944465
490,0.958,1.5389047317442035
491,0.734,0.9301026777609778
492,0.936,0.7406887372873712
493,0.517,0.7404992310515013
494,3.587,2.2450852069060616
495,0.647,0.7603960169698212
496,3.442,2.875002610441612
497,3.14,3.007783296146343
498,1.857,1.9752022060603949
499,2.793,2.564826179314977
500,1.194,2.2086590184608355
501,2.804,3.0190766119273746
502,1.871,2.1419564834865525
503,0.838,0.8142452487167091
504,3.093,2.122970222236418
505,2.292,2.877893933165687
506,2.45,2.1569757213515715
507,2.276,3.020580886635372
508,5.00001,2.842590520659151
509,3.208,2.4703619669663723
510,1.473,1.2604616099955592
511,1.623,2.407421982015613
512,2.659,3.034400715009241
513,5.00001,3.7377353601633274
514,1.891,2.230018771292748
515,3.164,3.193682897560933
516,1.819,1.754092935304321
517,2.615,2.042388484219053
518,0.69,0.7187232784986577
519,1.813,2.06430247276095
520,2.93,2.7329017612328528
521,1.111,1.721042178883181
522,2.183,2.7132279936956465
523,1.472,1.6458633127609943
524,2.438,1.835884110796698
525,2.23,2.1428123545162236
526,1.375,1.6042755452047288
527,0.606,0.2643124112651023
528,2.75,0.0565268660246403
529,3.5,2.0349179870896066
530,1.712,1.6974474142968319
531,0.835,2.0120586623640904
532,2.25,2.2723657911621586
533,1.656,1.9689116094784822
534,1.52,2.1216225787761402
535,1.92,2.082899802895831
536,2.542,2.9036072453949657
537,1.5,1.0533296017902174
538,2.125,2.3252982887703624
539,0.804,0.21412776944917766
540,2.065,2.9592643781059635
541,3.311,3.375634714520963
542,2.014,2.9260804576627493
543,1.884,1.7482672938092492
544,1.954,2.306804156761636
545,4.425,4.035218684694421
546,1.527,2.897501492697522
547,5.00001,5.197857603077864
548,2.398,2.757577993672818
549,1.594,1.3058252990913317
550,0.918,0.9980685688404947
551,2.409,2.7304449350153632
552,1.364,1.6906759553583655
553,1.036,1.4970808561906566
554,1.325,1.6208204222443996
555,2.929,2.4325470912478337
556,0.628,1.2696013922830218
557,1.121,1.956922422383002
558,0.891,1.573340690421638
559,1.207,0.9957358297710357
560,4.714,2.6008383509136266
561,3.147,2.6716849493052663
562,2.264,2.451344668998942
563,4.097,2.426274220561261
564,1.49,1.3699884659492483
565,1.717,2.9045299764986794
566,2.355,3.0460367255846776
567,3.228,2.641380806945513
568,2.445,2.8765931981694663
569,1.622,1.558625678489463
570,3.409,3.202594797641005
571,0.574,1.036099760092192
572,1.989,2.041766288746338
573,1.097,2.0617690707453136
574,1.375,1.3863700564415353
575,0.857,1.163855522980171
576,0.983,0.8075404250716645
577,1.782,2.109424851844075
578,1.375,1.5101562992921274
579,2.75,2.602162284262967
580,3.815,3.1813984563072566
581,5.00001,4.028041920307402
582,5.00001,4.770762462820571
583,1.792,0.7150073491973359
584,2.045,2.4377983734929813
585,3.941,3.354604072574894
586,1.844,1.9618780079689415
587,1.74,1.9006126321364363
588,0.807,1.271251061682939
589,1.896,2.334742852965249
590,0.6,1.189153305075962
591,1.266,1.7324603188206495
592,2.625,2.074756590594518
593,1.392,1.9897295532877308
594,0.513,0.5406379276444824
595,2.292,2.9617563071407034
596,1.011,1.773323923394564
597,0.977,1.3000829700219825
598,1.583,1.4412543989648299
599,3.491,3.5435160329691158
600,0.855,1.4221593428515504
601,2.141,2.732931836247431
602,2.271,2.5477685477060845
603,1.557,1.5389630372542626
604,0.668,0.987412859692661
605,2.073,2.621091177752021
606,2.228,1.8963520974975125
607,3.545,2.268696424667084
608,3.405,2.3064951730483756
609,0.529,0.8825446838578088
610,1.406,2.13149507354386
611,1.508,1.5668227589122878
612,0.561,-1.0056334870516679
613,2.596,2.8055036939780678
614,3.189,2.505018782974176
615,1.484,2.5298518486840393
616,2.899,2.318527747597514
617,1.618,2.4983377736160435
618,2.55,1.8258713445546064
619,0.875,1.2704466355050954
620,2.45,2.787630051612318
621,3.05,2.0700154770509656
622,2.15,2.186666910434191
623,2.49,2.2673365272033266
624,5.00001,6.794761462686388
625,3.2,1.9958547881669517
626,1.74,2.4440038064969514
627,2.925,2.845615464042332
628,5.00001,4.025310938939839
629,2.899,3.0205883881681928
630,4.384,3.068710937956368
631,1.82,2.251699378905819
632,1.705,0.7849379303551629
633,0.692,1.1715854423602465
634,0.956,1.5005746073751922
635,2.728,3.125602924344065
636,0.813,2.136845660831952
637,2.724,2.6506746924119113
638,1.526,2.178804233730375
639,0.559,1.2316059427136423
640,2.135,2.411310119261721
641,3.313,1.5041639722971425
642,2.018,2.3346884162206933
643,0.571,1.24774554043465
644,3.318,2.534726144503736
645,3.659,2.3051994365649264
646,1.275,1.3204882220346335
647,1.118,1.0800368267648963
648,3.537,2.8091495236796646
649,2.293,2.4771291682572283
650,0.875,1.1770247802144382
651,2.375,1.7139342593482922
652,1.133,0.5254039735644653
653,1.125,1.0115415638881018
654,1.385,1.0806072587561175
655,3.074,2.1302789231254096
656,1.009,1.7617103045952476
657,0.978,1.0870471703531805
658,1.767,1.9544927870595856
659,2.18,2.184187420792
660,2.906,2.215702089265946
661,1.577,2.2190778117548646
662,3.48,3.30599449324221
663,0.672,1.2897194967294396
664,2.604,1.985346345418506
665,1.236,1.224633387102223
666,0.675,0.7618917789693498
667,1.307,1.3316005827236879
668,0.66,0.5183356991034884
669,1.666,2.472010888530832
670,2.256,2.112563042295939
671,2.571,1.9726575888093407
672,5.00001,5.3178507814415426
673,1.139,1.8669554189060946
674,0.91,1.6026119449039626
675,2.174,1.9026434350433021
676,0.96,1.0070560730832625
677,1.292,0.7984801218184998
678,3.502,3.2191060644915908
679,4.421,4.939008270030165
680,2.229,1.518907510337037
681,0.813,1.0584398572978841
682,1.606,1.876449194329119
683,5.00001,3.2090954291444405
684,3.412,3.236750509972069
685,2.879,3.1107119140840993
686,3.447,3.494462090534725
687,1.8,2.4296247200387953
688,1.678,2.3558047173339034
689,0.55,0.9258851920960609
690,0.508,1.073131612536912
691,1.426,2.1188668812543767
692,2.358,2.3502219139746643
693,1.127,1.9184854705493635
694,2.102,2.4439914764732436
695,2.107,1.775451536369431
696,0.654,0.8934009513916266
697,1.625,1.8317150309991632
698,1.503,1.4698836552678998
699,5.00001,2.7601442480120824
700,1.014,1.987710888411037
701,2.218,2.1741582389731704
702,2.603,2.4397599825889387
703,1.788,1.6444397128251396
704,1.704,1.7686531950994109
705,3.194,3.275783241715203
706,1.906,2.5362821343492357
707,1.841,1.8079531670415747
708,1.911,1.958079519298046
709,1.496,2.681485780414377
710,5.00001,3.0828548967173006
711,1.834,2.168713619660984
712,4.441,3.5651375873534903
713,2.427,2.3876898829576945
714,0.762,1.1695809717449208
715,1.329,2.253385495449365
716,4.098,2.1864723820205256
717,1.125,1.0337172031070736
718,3.766,3.13805019923209
719,0.505,1.35531213740758
720,5.00001,3.27531755571907
721,2.095,2.3049012415832735
722,0.778,0.32517159740216783
723,2.997,2.9518837197930594
724,3.75,2.433803719985896
725,1.565,1.636208457216192
726,2.4,2.416522675915161
727,0.772,0.5873622541418939
728,0.985,1.1904455995236987
729,5.00001,2.4431696405908525
730,1.104,2.0515565426969786
731,0.864,1.7845900624460143
732,2.304,1.8502496751886497
733,1.639,1.9774347084463884
734,5.00001,3.9801892250649544
735,0.495,0.19589690555395123
736,1.074,1.8692844598006886
737,3.625,2.348805803340518
738,1.45,1.7773470842258234
739,2.185,2.295714360696522
740,1.301,1.8577697585413446
741,1.46,2.0593833416079192
742,1.525,0.9758747250133482
743,4.572,3.586471698186145
744,1.652,2.200501298604145
745,3.947,2.0302840361574113
746,1.444,2.0564634203042473
747,1.366,1.325366068517738
748,2.164,2.7050852955052562
749,1.39,1.4279678211022926
750,1.038,0.7235245649097735
751,4.885,3.2088791658473284
752,2.271,2.150987983653934
753,2.38,1.9059938624647828
754,2.156,3.0713445240412227
755,2.923,3.2797781142999156
756,1.459,1.9275744867923663
757,1.873,1.4869291736307844
758,1.854,1.0741124323049078
759,2.8,1.6571462698195987
760,1.411,1.8641881705793821
761,1.909,1.9843971385839652
762,2.625,1.9652755440768317
763,4.42,2.996363415878882
764,2.748,3.0901325371985138
765,0.855,1.0219451671098199
766,2.318,2.888714424406338
767,3.02,2.985427788246824
768,2.358,2.9398368179796392
769,0.722,0.9749820374496139
770,1.824,2.190853055656845
771,5.00001,3.255295920456909
772,0.787,0.6460652675596492
773,1.813,1.5597031035030469
774,1.98,2.2108747247260467
775,1.996,2.0826382787749935
776,0.633,1.0046563674275504
777,0.94,1.2189576802225588
778,1.868,2.3293131160178575
779,1.17,2.056842626009349
780,1.178,1.7698784370050262
781,1.21,1.6090264701665689
782,2.309,2.404270489061055
783,4.273,2.6767776299893953
784,1.281,1.3774885956716147
785,3.847,2.08952013651637
786,2.904,2.7120504156939944
787,0.913,1.1042830688159029
788,0.619,0.8858223591344583
789,2.322,2.5193808672254008
790,1.296,1.2057846008821969
791,1.275,1.237953443618629
792,1.505,2.0916001219050173
793,1.875,1.640390450023105
794,4.379,4.312050798748189
795,1.265,2.1100985217659343
796,4.534,4.090664954367028
797,2.294,2.5385380104916706
798,3.649,2.815552419105927
799,1.919,1.9813421400536626
800,0.875,0.9448205996860466
801,0.3,1.802028219521219
802,3.357,2.636865705577968
803,2.421,2.030943646654279
804,1.737,2.3001683244648845
805,0.541,0.5139782951707517
806,2.078,2.521608876617222
807,1.125,0.42491699787778003
808,1.667,2.09859033886179
809,2.718,2.836768844810237
810,1.411,2.3460207363057677
811,3.75,1.328033790286682
812,1.616,1.5934781319928675
813,1.594,2.2665170854741916
814,0.863,1.352253390978504
815,2.563,2.8629707944540215
816,2.132,1.834332217859206
817,2.541,2.1785731529416736
818,1.326,1.8649415757929546
819,1.693,1.1463159900220177
820,3.477,2.7012095078079454
821,1.597,1.9275049630190608
822,0.909,1.8528461358364936
823,2.905,2.389295181428693
824,1.899,2.1096873649281065
825,4.956,3.983699818239856
826,3.333,3.4950304533187477
827,1.838,2.049125592068222
828,1.89,1.7328012279640603
829,1.575,1.0825136590856417
830,0.666,1.1653144846523702
831,1.324,1.7642413336691618
832,1.56,1.9453890801571418
833,3.481,2.16828641327119
834,2.264,2.8853762621469556
835,0.742,0.30600237632839367
836,1.583,1.6396165397892872
837,5.00001,4.815018528169929
838,1.655,1.8082523249642009
839,3.295,2.309924676175818
840,1.396,1.9292813708168595
841,1.529,2.052285263110548
842,3.673,2.655834584930112
843,0.7,0.7499915340438932
844,0.974,1.8479197489594696
845,0.659,0.9718553399483554
846,0.493,0.8654805434958206
847,1.541,1.8643643909696266
848,2.728,1.9480279867583477
849,2.471,2.7644202325688667
850,2.688,1.5782557680348717
851,2.476,2.0393436799426325
852,4.168,3.302803176347588
853,1.216,1.387151245185244
854,1.717,2.1133614901346647
855,1.738,2.1677383731522184
856,2.356,2.5513954312758997
857,2.601,2.347992665764977
858,2.0,1.8605015536342648
859,2.966,2.6272817896142797
860,3.746,2.159047390417143
861,1.778,2.596843405816891
862,2.695,2.527930561984114
863,0.62,1.3000139183990456
864,1.976,2.04828884504699
865,0.527,1.1948884845890788
866,1.914,2.3560871775591394
867,3.177,2.8333273086771484
868,3.294,2.338973509274936
869,3.307,3.1525195105357398
870,1.874,2.594334209933372
871,2.865,2.1121161705158897
872,5.00001,1.3196157484046154
873,1.339,2.0919333902199924
874,1.998,2.5556893380785297
875,0.45,-0.14389532613267875
876,3.546,3.4529006405686147
877,2.638,2.7232740232346657
878,2.784,1.9609762796249868
879,1.604,1.7101379948846187
880,2.413,2.756767133881546
881,2.083,1.9258966584793527
882,2.636,2.8711408728700007
883,1.45,2.0782336144388225
884,1.325,2.0514952640261086
885,1.838,1.8123186190102558
886,0.811,1.2316756311041175
887,1.765,1.9411547632450166
888,2.555,2.013042234258414
889,1.661,2.1679193491673203
890,1.02,1.6053720033372514
891,0.861,1.4902253363974864
892,1.006,0.5403434823093747
893,5.0,2.4646839319710665
894,2.099,2.9884423524761345
895,0.525,1.0378924035692734
896,2.629,1.9865240936754134
897,1.588,1.9530429976951211
898,2.095,1.5327293865813445
899,3.5,1.6281103038859541
900,2.171,2.624338327598835
901,1.414,1.3061981825014968
902,0.934,0.8681919955064572
903,1.982,1.7532384676885542
904,1.872,1.7480470786776436
905,1.853,1.8218945012580576
906,5.00001,6.61689139170376
907,2.813,3.0505175478880773
908,1.036,1.791002870497934
909,2.879,3.0120059017488643
910,2.083,1.7636412246691222
911,1.75,2.9475350565941127
912,1.327,1.8297757833984178
913,1.72,1.6007616365580972
914,5.00001,4.716030456378135
915,0.64,0.5222885812793692
916,2.279,2.175437870052299
917,0.631,0.9580176896656951
918,0.841,1.5227933274444894
919,3.392,2.8145150823703986
920,1.563,1.251069251648346
921,3.836,2.647366853214976
922,1.371,1.8243749244642942
923,0.568,1.1597707641934747
924,0.7,1.3482172351541237
925,0.963,1.046203637094159
926,0.926,1.6827735078995048
927,3.591,3.089811293822443
928,1.587,2.222040902581277
929,5.00001,2.9727825167423703
930,1.146,2.237364190999692
931,4.102,3.3447086739459237
932,2.819,1.8656981018540648
933,1.017,0.6311028648029691
934,1.693,2.073610905771652
935,2.078,1.9965863203500689
936,3.272,2.5169115654914407
937,2.779,2.436258081756904
938,1.114,1.0861547455703544
939,0.806,1.6466154237913244
940,2.075,2.6077311583166107
941,2.753,2.528169248050183
942,4.21,3.0762057919707004
943,1.288,1.298096972598394
944,3.139,2.5483209441346233
945,0.676,1.6133620156813748
946,0.644,1.1802438608208732
947,1.539,1.8175183698993322
948,1.307,0.9502873905718445
949,2.385,1.9573979079171835
950,3.796,3.3463744095289982
